"Step","playful-jazz-80 - loss/rmse_param_sig","playful-jazz-80 - loss/rmse_param_sig__MIN","playful-jazz-80 - loss/rmse_param_sig__MAX"
"64","0.33566147089004517","0.33566147089004517","0.33566147089004517"
"65","0.33955490589141846","0.33955490589141846","0.33955490589141846"
"66","0.3419649600982666","0.3419649600982666","0.3419649600982666"
"67","0.34532928466796875","0.34532928466796875","0.34532928466796875"
"68","0.3490859270095825","0.3490859270095825","0.3490859270095825"
"69","0.3482857346534729","0.3482857346534729","0.3482857346534729"
"70","0.34731143712997437","0.34731143712997437","0.34731143712997437"
"71","0.3470062017440796","0.3470062017440796","0.3470062017440796"
"72","0.3477916717529297","0.3477916717529297","0.3477916717529297"
"73","0.347612202167511","0.347612202167511","0.347612202167511"
"74","0.3471147418022156","0.3471147418022156","0.3471147418022156"
"75","0.3456880450248718","0.3456880450248718","0.3456880450248718"
"76","0.3449022173881531","0.3449022173881531","0.3449022173881531"
"77","0.3427336812019348","0.3427336812019348","0.3427336812019348"
"78","0.34085798263549805","0.34085798263549805","0.34085798263549805"
"79","0.3393423557281494","0.3393423557281494","0.3393423557281494"
"80","0.3376578092575073","0.3376578092575073","0.3376578092575073"
"81","0.3341100215911865","0.3341100215911865","0.3341100215911865"
"82","0.33294814825057983","0.33294814825057983","0.33294814825057983"
"83","0.33064234256744385","0.33064234256744385","0.33064234256744385"
"84","0.3297799825668335","0.3297799825668335","0.3297799825668335"
"85","0.32943475246429443","0.32943475246429443","0.32943475246429443"
"86","0.332987904548645","0.332987904548645","0.332987904548645"
"87","0.3361895680427551","0.3361895680427551","0.3361895680427551"
"88","0.33908289670944214","0.33908289670944214","0.33908289670944214"
"89","0.3431762456893921","0.3431762456893921","0.3431762456893921"
"90","0.34207236766815186","0.34207236766815186","0.34207236766815186"
"91","0.33866316080093384","0.33866316080093384","0.33866316080093384"
"92","0.33507561683654785","0.33507561683654785","0.33507561683654785"
"93","0.330693781375885","0.330693781375885","0.330693781375885"
"94","0.32645124197006226","0.32645124197006226","0.32645124197006226"
"95","0.3211764693260193","0.3211764693260193","0.3211764693260193"
"96","0.3172132968902588","0.3172132968902588","0.3172132968902588"
"97","0.3143954277038574","0.3143954277038574","0.3143954277038574"
"98","0.31173408031463623","0.31173408031463623","0.31173408031463623"
"99","0.3113057613372803","0.3113057613372803","0.3113057613372803"
"100","0.3106961250305176","0.3106961250305176","0.3106961250305176"
"101","0.30942100286483765","0.30942100286483765","0.30942100286483765"
"102","0.30789119005203247","0.30789119005203247","0.30789119005203247"
"103","0.306175172328949","0.306175172328949","0.306175172328949"
"104","0.30397212505340576","0.30397212505340576","0.30397212505340576"
"105","0.30098187923431396","0.30098187923431396","0.30098187923431396"
"106","0.2970430254936218","0.2970430254936218","0.2970430254936218"
"107","0.2934499979019165","0.2934499979019165","0.2934499979019165"
"108","0.29420000314712524","0.29420000314712524","0.29420000314712524"
"109","0.2952072024345398","0.2952072024345398","0.2952072024345398"
"110","0.2980256676673889","0.2980256676673889","0.2980256676673889"
"111","0.30105239152908325","0.30105239152908325","0.30105239152908325"
"112","0.3028387427330017","0.3028387427330017","0.3028387427330017"
"113","0.30489546060562134","0.30489546060562134","0.30489546060562134"
"114","0.3072688579559326","0.3072688579559326","0.3072688579559326"
"115","0.30975276231765747","0.30975276231765747","0.30975276231765747"
"116","0.31155943870544434","0.31155943870544434","0.31155943870544434"
"117","0.31402069330215454","0.31402069330215454","0.31402069330215454"
"118","0.316933810710907","0.316933810710907","0.316933810710907"
"119","0.31944704055786133","0.31944704055786133","0.31944704055786133"
"120","0.3213418126106262","0.3213418126106262","0.3213418126106262"
"121","0.3226444125175476","0.3226444125175476","0.3226444125175476"
"122","0.32401037216186523","0.32401037216186523","0.32401037216186523"
"123","0.3220389485359192","0.3220389485359192","0.3220389485359192"
"124","0.321602463722229","0.321602463722229","0.321602463722229"
"125","0.3201534152030945","0.3201534152030945","0.3201534152030945"
"126","0.3201786279678345","0.3201786279678345","0.3201786279678345"
"127","0.32144367694854736","0.32144367694854736","0.32144367694854736"
"128","0.32316094636917114","0.32316094636917114","0.32316094636917114"
"129","0.32372766733169556","0.32372766733169556","0.32372766733169556"
"130","0.32304954528808594","0.32304954528808594","0.32304954528808594"
"131","0.31941550970077515","0.31941550970077515","0.31941550970077515"
"132","0.31824153661727905","0.31824153661727905","0.31824153661727905"
"133","0.31726914644241333","0.31726914644241333","0.31726914644241333"
"134","0.31488943099975586","0.31488943099975586","0.31488943099975586"
"135","0.3138464689254761","0.3138464689254761","0.3138464689254761"
"136","0.311603844165802","0.311603844165802","0.311603844165802"
"137","0.3095816373825073","0.3095816373825073","0.3095816373825073"
"138","0.3066343069076538","0.3066343069076538","0.3066343069076538"
"139","0.30291515588760376","0.30291515588760376","0.30291515588760376"
"140","0.29974400997161865","0.29974400997161865","0.29974400997161865"
"141","0.29643183946609497","0.29643183946609497","0.29643183946609497"
"142","0.293428897857666","0.293428897857666","0.293428897857666"
"143","0.2923596501350403","0.2923596501350403","0.2923596501350403"
"144","0.2920728325843811","0.2920728325843811","0.2920728325843811"
"145","0.29401546716690063","0.29401546716690063","0.29401546716690063"
"146","0.29550105333328247","0.29550105333328247","0.29550105333328247"
"147","0.29735422134399414","0.29735422134399414","0.29735422134399414"
"148","0.29928964376449585","0.29928964376449585","0.29928964376449585"
"149","0.2986879348754883","0.2986879348754883","0.2986879348754883"
"150","0.2986372709274292","0.2986372709274292","0.2986372709274292"
"151","0.29798537492752075","0.29798537492752075","0.29798537492752075"
"152","0.2976638674736023","0.2976638674736023","0.2976638674736023"
"153","0.2982185482978821","0.2982185482978821","0.2982185482978821"
"154","0.2985515594482422","0.2985515594482422","0.2985515594482422"
"155","0.2995759844779968","0.2995759844779968","0.2995759844779968"
"156","0.30050092935562134","0.30050092935562134","0.30050092935562134"
"157","0.30391258001327515","0.30391258001327515","0.30391258001327515"
"158","0.3082200884819031","0.3082200884819031","0.3082200884819031"
"159","0.3083292245864868","0.3083292245864868","0.3083292245864868"
"160","0.3097946047782898","0.3097946047782898","0.3097946047782898"
"161","0.31236833333969116","0.31236833333969116","0.31236833333969116"
"162","0.31429219245910645","0.31429219245910645","0.31429219245910645"
"163","0.3175727128982544","0.3175727128982544","0.3175727128982544"
"164","0.3190346956253052","0.3190346956253052","0.3190346956253052"
"165","0.3195812702178955","0.3195812702178955","0.3195812702178955"
"166","0.317779541015625","0.317779541015625","0.317779541015625"
"167","0.31232208013534546","0.31232208013534546","0.31232208013534546"
"168","0.30789417028427124","0.30789417028427124","0.30789417028427124"
"169","0.3045338988304138","0.3045338988304138","0.3045338988304138"
"170","0.300775408744812","0.300775408744812","0.300775408744812"
"171","0.29635781049728394","0.29635781049728394","0.29635781049728394"
"172","0.2921444773674011","0.2921444773674011","0.2921444773674011"
"173","0.2871242165565491","0.2871242165565491","0.2871242165565491"
"174","0.2832738757133484","0.2832738757133484","0.2832738757133484"
"175","0.2799496054649353","0.2799496054649353","0.2799496054649353"
"176","0.2781963348388672","0.2781963348388672","0.2781963348388672"
"177","0.27702009677886963","0.27702009677886963","0.27702009677886963"
"178","0.2762661576271057","0.2762661576271057","0.2762661576271057"
"179","0.27416670322418213","0.27416670322418213","0.27416670322418213"
"180","0.27437543869018555","0.27437543869018555","0.27437543869018555"
"181","0.27478837966918945","0.27478837966918945","0.27478837966918945"
"182","0.2763162851333618","0.2763162851333618","0.2763162851333618"
"183","0.275279700756073","0.275279700756073","0.275279700756073"
"184","0.27618980407714844","0.27618980407714844","0.27618980407714844"
"185","0.2758827805519104","0.2758827805519104","0.2758827805519104"
"186","0.2751404643058777","0.2751404643058777","0.2751404643058777"
"187","0.2729131579399109","0.2729131579399109","0.2729131579399109"
"188","0.2717666029930115","0.2717666029930115","0.2717666029930115"
"189","0.27023863792419434","0.27023863792419434","0.27023863792419434"
"190","0.2681160569190979","0.2681160569190979","0.2681160569190979"
"191","0.26684439182281494","0.26684439182281494","0.26684439182281494"
"192","0.2666394114494324","0.2666394114494324","0.2666394114494324"
"193","0.2663825750350952","0.2663825750350952","0.2663825750350952"
"194","0.264534056186676","0.264534056186676","0.264534056186676"
"195","0.2639918923377991","0.2639918923377991","0.2639918923377991"
"196","0.26319122314453125","0.26319122314453125","0.26319122314453125"
"197","0.2632589340209961","0.2632589340209961","0.2632589340209961"
"198","0.2614237070083618","0.2614237070083618","0.2614237070083618"
"199","0.25877076387405396","0.25877076387405396","0.25877076387405396"
"200","0.25802403688430786","0.25802403688430786","0.25802403688430786"
"201","0.25705593824386597","0.25705593824386597","0.25705593824386597"
"202","0.2567182183265686","0.2567182183265686","0.2567182183265686"
"203","0.25609713792800903","0.25609713792800903","0.25609713792800903"
"204","0.25534164905548096","0.25534164905548096","0.25534164905548096"
"205","0.25584185123443604","0.25584185123443604","0.25584185123443604"
"206","0.2564432621002197","0.2564432621002197","0.2564432621002197"
"207","0.25698578357696533","0.25698578357696533","0.25698578357696533"
"208","0.257718026638031","0.257718026638031","0.257718026638031"
"209","0.2585669159889221","0.2585669159889221","0.2585669159889221"
"210","0.26047033071517944","0.26047033071517944","0.26047033071517944"
"211","0.2615152597427368","0.2615152597427368","0.2615152597427368"
"212","0.2633519768714905","0.2633519768714905","0.2633519768714905"
"213","0.26637160778045654","0.26637160778045654","0.26637160778045654"
"214","0.26746511459350586","0.26746511459350586","0.26746511459350586"
"215","0.26860612630844116","0.26860612630844116","0.26860612630844116"
"216","0.2693603038787842","0.2693603038787842","0.2693603038787842"
"217","0.2684529423713684","0.2684529423713684","0.2684529423713684"
"218","0.2692165970802307","0.2692165970802307","0.2692165970802307"
"219","0.2699982523918152","0.2699982523918152","0.2699982523918152"
"220","0.270515501499176","0.270515501499176","0.270515501499176"
"221","0.2709891200065613","0.2709891200065613","0.2709891200065613"
"222","0.2706488370895386","0.2706488370895386","0.2706488370895386"
"223","0.270415723323822","0.270415723323822","0.270415723323822"
"224","0.26851487159729004","0.26851487159729004","0.26851487159729004"
"225","0.26672977209091187","0.26672977209091187","0.26672977209091187"
"226","0.26652324199676514","0.26652324199676514","0.26652324199676514"
"227","0.2657378315925598","0.2657378315925598","0.2657378315925598"
"228","0.263857364654541","0.263857364654541","0.263857364654541"
"229","0.26128166913986206","0.26128166913986206","0.26128166913986206"
"230","0.2605438232421875","0.2605438232421875","0.2605438232421875"
"231","0.2596663236618042","0.2596663236618042","0.2596663236618042"
"232","0.2579649090766907","0.2579649090766907","0.2579649090766907"
"233","0.25642192363739014","0.25642192363739014","0.25642192363739014"
"234","0.2554205656051636","0.2554205656051636","0.2554205656051636"
"235","0.2552757263183594","0.2552757263183594","0.2552757263183594"
"236","0.2551456093788147","0.2551456093788147","0.2551456093788147"
"237","0.2541840076446533","0.2541840076446533","0.2541840076446533"
"238","0.2522956132888794","0.2522956132888794","0.2522956132888794"
"239","0.2506633996963501","0.2506633996963501","0.2506633996963501"
"240","0.24885660409927368","0.24885660409927368","0.24885660409927368"
"241","0.2473604679107666","0.2473604679107666","0.2473604679107666"
"242","0.2448222041130066","0.2448222041130066","0.2448222041130066"
"243","0.2426356077194214","0.2426356077194214","0.2426356077194214"
"244","0.24001294374465942","0.24001294374465942","0.24001294374465942"
"245","0.2371213436126709","0.2371213436126709","0.2371213436126709"
"246","0.232466459274292","0.232466459274292","0.232466459274292"
"247","0.2287130355834961","0.2287130355834961","0.2287130355834961"
"248","0.22770369052886963","0.22770369052886963","0.22770369052886963"
"249","0.22679507732391357","0.22679507732391357","0.22679507732391357"
"250","0.2258930206298828","0.2258930206298828","0.2258930206298828"
"251","0.22367709875106812","0.22367709875106812","0.22367709875106812"
"252","0.22153115272521973","0.22153115272521973","0.22153115272521973"
"253","0.21999895572662354","0.21999895572662354","0.21999895572662354"
"254","0.2188703417778015","0.2188703417778015","0.2188703417778015"
"255","0.21896982192993164","0.21896982192993164","0.21896982192993164"
"256","0.218514084815979","0.218514084815979","0.218514084815979"
"257","0.21804070472717285","0.21804070472717285","0.21804070472717285"
"258","0.21518850326538086","0.21518850326538086","0.21518850326538086"
"259","0.2119571566581726","0.2119571566581726","0.2119571566581726"
"260","0.2082955241203308","0.2082955241203308","0.2082955241203308"
"261","0.20244842767715454","0.20244842767715454","0.20244842767715454"
"262","0.19759315252304077","0.19759315252304077","0.19759315252304077"
"263","0.1944219470024109","0.1944219470024109","0.1944219470024109"
"264","0.1905716061592102","0.1905716061592102","0.1905716061592102"
"265","0.18704640865325928","0.18704640865325928","0.18704640865325928"
"266","0.18464291095733643","0.18464291095733643","0.18464291095733643"
"267","0.1826222538948059","0.1826222538948059","0.1826222538948059"
"268","0.17935675382614136","0.17935675382614136","0.17935675382614136"
"269","0.17667514085769653","0.17667514085769653","0.17667514085769653"
"270","0.17428654432296753","0.17428654432296753","0.17428654432296753"
"271","0.17174959182739258","0.17174959182739258","0.17174959182739258"
"272","0.16984695196151733","0.16984695196151733","0.16984695196151733"
"273","0.16947191953659058","0.16947191953659058","0.16947191953659058"
"274","0.1695258617401123","0.1695258617401123","0.1695258617401123"
"275","0.16969084739685059","0.16969084739685059","0.16969084739685059"
"276","0.17162680625915527","0.17162680625915527","0.17162680625915527"
"277","0.17334413528442383","0.17334413528442383","0.17334413528442383"
"278","0.17529374361038208","0.17529374361038208","0.17529374361038208"
"279","0.1775444746017456","0.1775444746017456","0.1775444746017456"
"280","0.17960083484649658","0.17960083484649658","0.17960083484649658"
"281","0.18337762355804443","0.18337762355804443","0.18337762355804443"
"282","0.18771755695343018","0.18771755695343018","0.18771755695343018"
"283","0.1918240189552307","0.1918240189552307","0.1918240189552307"
"284","0.19581085443496704","0.19581085443496704","0.19581085443496704"
"285","0.19852429628372192","0.19852429628372192","0.19852429628372192"
"286","0.2011694312095642","0.2011694312095642","0.2011694312095642"
"287","0.20279985666275024","0.20279985666275024","0.20279985666275024"
"288","0.2040991187095642","0.2040991187095642","0.2040991187095642"
"289","0.20629578828811646","0.20629578828811646","0.20629578828811646"
"290","0.20853257179260254","0.20853257179260254","0.20853257179260254"
"291","0.21198773384094238","0.21198773384094238","0.21198773384094238"
"292","0.21442514657974243","0.21442514657974243","0.21442514657974243"
"293","0.2175370454788208","0.2175370454788208","0.2175370454788208"
"294","0.2208247184753418","0.2208247184753418","0.2208247184753418"
"295","0.22413533926010132","0.22413533926010132","0.22413533926010132"
"296","0.2245381474494934","0.2245381474494934","0.2245381474494934"
"297","0.2252095341682434","0.2252095341682434","0.2252095341682434"
"298","0.22634798288345337","0.22634798288345337","0.22634798288345337"
"299","0.2284141182899475","0.2284141182899475","0.2284141182899475"
"300","0.2305002212524414","0.2305002212524414","0.2305002212524414"
