"Step","legendary-sponge-24 - train/rmse_param_sig","legendary-sponge-24 - train/rmse_param_sig__MIN","legendary-sponge-24 - train/rmse_param_sig__MAX"
"117","73.03793334960938","73.03793334960938","73.03793334960938"
"118","73.22686767578125","73.22686767578125","73.22686767578125"
"119","73.41604614257812","73.41604614257812","73.41604614257812"
"120","73.60645294189453","73.60645294189453","73.60645294189453"
"121","73.79679870605469","73.79679870605469","73.79679870605469"
"122","73.98535919189453","73.98535919189453","73.98535919189453"
"123","74.1737289428711","74.1737289428711","74.1737289428711"
"124","74.3624496459961","74.3624496459961","74.3624496459961"
"125","74.5501937866211","74.5501937866211","74.5501937866211"
"126","74.73699951171875","74.73699951171875","74.73699951171875"
"127","74.92420959472656","74.92420959472656","74.92420959472656"
"128","75.11126708984375","75.11126708984375","75.11126708984375"
"129","75.29800415039062","75.29800415039062","75.29800415039062"
"130","75.4835205078125","75.4835205078125","75.4835205078125"
"131","75.66822052001953","75.66822052001953","75.66822052001953"
"132","75.85372161865234","75.85372161865234","75.85372161865234"
"133","76.03826141357422","76.03826141357422","76.03826141357422"
"134","76.22303009033203","76.22303009033203","76.22303009033203"
"135","76.40709686279297","76.40709686279297","76.40709686279297"
"136","76.5915298461914","76.5915298461914","76.5915298461914"
"137","76.77642059326172","76.77642059326172","76.77642059326172"
"138","76.96173858642578","76.96173858642578","76.96173858642578"
"139","77.14622497558594","77.14622497558594","77.14622497558594"
"140","77.33062744140625","77.33062744140625","77.33062744140625"
"141","77.51509094238281","77.51509094238281","77.51509094238281"
"142","77.69898986816406","77.69898986816406","77.69898986816406"
"143","77.88333129882812","77.88333129882812","77.88333129882812"
"144","78.06775665283203","78.06775665283203","78.06775665283203"
"145","78.25065612792969","78.25065612792969","78.25065612792969"
"146","78.43443298339844","78.43443298339844","78.43443298339844"
"147","78.61829376220703","78.61829376220703","78.61829376220703"
"148","78.80276489257812","78.80276489257812","78.80276489257812"
"149","78.98673248291016","78.98673248291016","78.98673248291016"
"150","79.17147827148438","79.17147827148438","79.17147827148438"
"151","79.35627746582031","79.35627746582031","79.35627746582031"
"152","79.53892517089844","79.53892517089844","79.53892517089844"
"153","79.72228240966797","79.72228240966797","79.72228240966797"
"154","79.90599060058594","79.90599060058594","79.90599060058594"
"155","80.0875244140625","80.0875244140625","80.0875244140625"
"156","80.27030944824219","80.27030944824219","80.27030944824219"
"157","80.45287322998047","80.45287322998047","80.45287322998047"
"158","80.63683319091797","80.63683319091797","80.63683319091797"
"159","80.81822204589844","80.81822204589844","80.81822204589844"
"160","80.99998474121094","80.99998474121094","80.99998474121094"
"161","81.18189239501953","81.18189239501953","81.18189239501953"
"162","81.36293029785156","81.36293029785156","81.36293029785156"
"163","81.54283142089844","81.54283142089844","81.54283142089844"
"164","81.72160339355469","81.72160339355469","81.72160339355469"
"165","81.89967346191406","81.89967346191406","81.89967346191406"
"166","82.07743835449219","82.07743835449219","82.07743835449219"
"167","82.25483703613281","82.25483703613281","82.25483703613281"
"168","82.43104553222656","82.43104553222656","82.43104553222656"
"169","82.60542297363281","82.60542297363281","82.60542297363281"
"170","82.78055572509766","82.78055572509766","82.78055572509766"
"171","82.9549331665039","82.9549331665039","82.9549331665039"
"172","83.12849426269531","83.12849426269531","83.12849426269531"
"173","83.30038452148438","83.30038452148438","83.30038452148438"
"174","83.47276306152344","83.47276306152344","83.47276306152344"
"175","83.64334869384766","83.64334869384766","83.64334869384766"
"176","83.81434631347656","83.81434631347656","83.81434631347656"
"177","83.98362731933594","83.98362731933594","83.98362731933594"
"178","84.15214538574219","84.15214538574219","84.15214538574219"
"179","84.32113647460938","84.32113647460938","84.32113647460938"
"180","84.48744201660156","84.48744201660156","84.48744201660156"
"181","84.65190887451172","84.65190887451172","84.65190887451172"
"182","84.81648254394531","84.81648254394531","84.81648254394531"
"183","84.98070526123047","84.98070526123047","84.98070526123047"
"184","85.14527893066406","85.14527893066406","85.14527893066406"
"185","85.31008911132812","85.31008911132812","85.31008911132812"
"186","85.47373962402344","85.47373962402344","85.47373962402344"
"187","85.6375732421875","85.6375732421875","85.6375732421875"
"188","85.80113983154297","85.80113983154297","85.80113983154297"
"189","85.9637222290039","85.9637222290039","85.9637222290039"
"190","86.1258544921875","86.1258544921875","86.1258544921875"
"191","86.28768157958984","86.28768157958984","86.28768157958984"
"192","86.4494857788086","86.4494857788086","86.4494857788086"
"193","86.61006164550781","86.61006164550781","86.61006164550781"
"194","86.77049255371094","86.77049255371094","86.77049255371094"
"195","86.93109893798828","86.93109893798828","86.93109893798828"
"196","87.09092712402344","87.09092712402344","87.09092712402344"
"197","87.25035095214844","87.25035095214844","87.25035095214844"
"198","87.41081237792969","87.41081237792969","87.41081237792969"
"199","87.56993103027344","87.56993103027344","87.56993103027344"
"200","87.73037719726562","87.73037719726562","87.73037719726562"
"201","87.88917541503906","87.88917541503906","87.88917541503906"
"202","88.04837036132812","88.04837036132812","88.04837036132812"
"203","88.20661926269531","88.20661926269531","88.20661926269531"
"204","88.36457824707031","88.36457824707031","88.36457824707031"
"205","88.52127075195312","88.52127075195312","88.52127075195312"
"206","88.67644500732422","88.67644500732422","88.67644500732422"
"207","88.82955932617188","88.82955932617188","88.82955932617188"
"208","88.98155212402344","88.98155212402344","88.98155212402344"
"209","89.1332015991211","89.1332015991211","89.1332015991211"
"210","89.28388977050781","89.28388977050781","89.28388977050781"
"211","89.43171691894531","89.43171691894531","89.43171691894531"
"212","89.58204650878906","89.58204650878906","89.58204650878906"
"213","89.73324584960938","89.73324584960938","89.73324584960938"
"214","89.88247680664062","89.88247680664062","89.88247680664062"
"215","90.03190612792969","90.03190612792969","90.03190612792969"
"216","90.17887878417969","90.17887878417969","90.17887878417969"
"217","90.32614135742188","90.32614135742188","90.32614135742188"
"218","90.47107696533203","90.47107696533203","90.47107696533203"
"219","90.61541748046875","90.61541748046875","90.61541748046875"
"220","90.75897216796875","90.75897216796875","90.75897216796875"
"221","90.90008544921875","90.90008544921875","90.90008544921875"
"222","91.03926849365234","91.03926849365234","91.03926849365234"
"223","91.17562103271484","91.17562103271484","91.17562103271484"
"224","91.31158447265625","91.31158447265625","91.31158447265625"
"225","91.44761657714844","91.44761657714844","91.44761657714844"
"226","91.58193969726562","91.58193969726562","91.58193969726562"
"227","91.71739196777344","91.71739196777344","91.71739196777344"
"228","91.85111999511719","91.85111999511719","91.85111999511719"
"229","91.98294067382812","91.98294067382812","91.98294067382812"
"230","92.11609649658203","92.11609649658203","92.11609649658203"
"231","92.24979400634766","92.24979400634766","92.24979400634766"
"232","92.37996673583984","92.37996673583984","92.37996673583984"
"233","92.50958251953125","92.50958251953125","92.50958251953125"
"234","92.63838958740234","92.63838958740234","92.63838958740234"
"235","92.76658630371094","92.76658630371094","92.76658630371094"
"236","92.89420318603516","92.89420318603516","92.89420318603516"
"237","93.02082824707031","93.02082824707031","93.02082824707031"
"238","93.14669799804688","93.14669799804688","93.14669799804688"
"239","93.27164459228516","93.27164459228516","93.27164459228516"
"240","93.39637756347656","93.39637756347656","93.39637756347656"
"241","93.51777648925781","93.51777648925781","93.51777648925781"
"242","93.63909149169922","93.63909149169922","93.63909149169922"
"243","93.76222229003906","93.76222229003906","93.76222229003906"
"244","93.88325500488281","93.88325500488281","93.88325500488281"
"245","94.00321960449219","94.00321960449219","94.00321960449219"
"246","94.123291015625","94.123291015625","94.123291015625"
"247","94.2427978515625","94.2427978515625","94.2427978515625"
"248","94.36272430419922","94.36272430419922","94.36272430419922"
"249","94.48098754882812","94.48098754882812","94.48098754882812"
"250","94.59663391113281","94.59663391113281","94.59663391113281"
"251","94.70999145507812","94.70999145507812","94.70999145507812"
"252","94.821533203125","94.821533203125","94.821533203125"
"253","94.93070983886719","94.93070983886719","94.93070983886719"
"254","95.03927612304688","95.03927612304688","95.03927612304688"
"255","95.14739227294922","95.14739227294922","95.14739227294922"
"256","95.25355529785156","95.25355529785156","95.25355529785156"
"257","95.35650634765625","95.35650634765625","95.35650634765625"
"258","95.45816040039062","95.45816040039062","95.45816040039062"
"259","95.55805969238281","95.55805969238281","95.55805969238281"
"260","95.65682220458984","95.65682220458984","95.65682220458984"
"261","95.75740051269531","95.75740051269531","95.75740051269531"
"262","95.85488891601562","95.85488891601562","95.85488891601562"
"263","95.94864654541016","95.94864654541016","95.94864654541016"
"264","96.04145812988281","96.04145812988281","96.04145812988281"
"265","96.13236236572266","96.13236236572266","96.13236236572266"
"266","96.22118377685547","96.22118377685547","96.22118377685547"
"267","96.30770874023438","96.30770874023438","96.30770874023438"
"268","96.39485168457031","96.39485168457031","96.39485168457031"
"269","96.48008728027344","96.48008728027344","96.48008728027344"
"270","96.56295776367188","96.56295776367188","96.56295776367188"
"271","96.64596557617188","96.64596557617188","96.64596557617188"
"272","96.72932434082031","96.72932434082031","96.72932434082031"
"273","96.81158447265625","96.81158447265625","96.81158447265625"
"274","96.89218139648438","96.89218139648438","96.89218139648438"
"275","96.97301483154297","96.97301483154297","96.97301483154297"
"276","97.052001953125","97.052001953125","97.052001953125"
"277","97.13137817382812","97.13137817382812","97.13137817382812"
"278","97.20835876464844","97.20835876464844","97.20835876464844"
"279","97.28514099121094","97.28514099121094","97.28514099121094"
"280","97.36102294921875","97.36102294921875","97.36102294921875"
"281","97.43408203125","97.43408203125","97.43408203125"
"282","97.5062255859375","97.5062255859375","97.5062255859375"
"283","97.57720947265625","97.57720947265625","97.57720947265625"
"284","97.64855194091797","97.64855194091797","97.64855194091797"
"285","97.71846008300781","97.71846008300781","97.71846008300781"
"286","97.78746795654297","97.78746795654297","97.78746795654297"
"287","97.855712890625","97.855712890625","97.855712890625"
"288","97.9232177734375","97.9232177734375","97.9232177734375"
"289","97.98936462402344","97.98936462402344","97.98936462402344"
"290","98.05473327636719","98.05473327636719","98.05473327636719"
"291","98.11795806884766","98.11795806884766","98.11795806884766"
"292","98.18226623535156","98.18226623535156","98.18226623535156"
"293","98.24725341796875","98.24725341796875","98.24725341796875"
"294","98.31088256835938","98.31088256835938","98.31088256835938"
"295","98.37489318847656","98.37489318847656","98.37489318847656"
"296","98.43577575683594","98.43577575683594","98.43577575683594"
"297","98.49736022949219","98.49736022949219","98.49736022949219"
"298","98.55803680419922","98.55803680419922","98.55803680419922"
"299","98.61750793457031","98.61750793457031","98.61750793457031"
