"Step","dark-moon-25 - train/rmse_param_sig","dark-moon-25 - train/rmse_param_sig__MIN","dark-moon-25 - train/rmse_param_sig__MAX"
"112","70.97267150878906","70.97267150878906","70.97267150878906"
"113","71.12451934814453","71.12451934814453","71.12451934814453"
"114","71.27578735351562","71.27578735351562","71.27578735351562"
"115","71.42432403564453","71.42432403564453","71.42432403564453"
"116","71.56944274902344","71.56944274902344","71.56944274902344"
"117","71.7142333984375","71.7142333984375","71.7142333984375"
"118","71.85643005371094","71.85643005371094","71.85643005371094"
"119","71.99620056152344","71.99620056152344","71.99620056152344"
"120","72.13761138916016","72.13761138916016","72.13761138916016"
"121","72.27717590332031","72.27717590332031","72.27717590332031"
"122","72.41305541992188","72.41305541992188","72.41305541992188"
"123","72.54419708251953","72.54419708251953","72.54419708251953"
"124","72.67294311523438","72.67294311523438","72.67294311523438"
"125","72.79817962646484","72.79817962646484","72.79817962646484"
"126","72.92143249511719","72.92143249511719","72.92143249511719"
"127","73.04341888427734","73.04341888427734","73.04341888427734"
"128","73.16223907470703","73.16223907470703","73.16223907470703"
"129","73.2777328491211","73.2777328491211","73.2777328491211"
"130","73.389892578125","73.389892578125","73.389892578125"
"131","73.5008544921875","73.5008544921875","73.5008544921875"
"132","73.6106185913086","73.6106185913086","73.6106185913086"
"133","73.72049713134766","73.72049713134766","73.72049713134766"
"134","73.82933044433594","73.82933044433594","73.82933044433594"
"135","73.93778228759766","73.93778228759766","73.93778228759766"
"136","74.0462646484375","74.0462646484375","74.0462646484375"
"137","74.15347290039062","74.15347290039062","74.15347290039062"
"138","74.25833892822266","74.25833892822266","74.25833892822266"
"139","74.35974884033203","74.35974884033203","74.35974884033203"
"140","74.45918273925781","74.45918273925781","74.45918273925781"
"141","74.55546569824219","74.55546569824219","74.55546569824219"
"142","74.64786529541016","74.64786529541016","74.64786529541016"
"143","74.737548828125","74.737548828125","74.737548828125"
"144","74.82628631591797","74.82628631591797","74.82628631591797"
"145","74.91500091552734","74.91500091552734","74.91500091552734"
"146","75.00182342529297","75.00182342529297","75.00182342529297"
"147","75.08806610107422","75.08806610107422","75.08806610107422"
"148","75.17120361328125","75.17120361328125","75.17120361328125"
"149","75.25340270996094","75.25340270996094","75.25340270996094"
"150","75.33242797851562","75.33242797851562","75.33242797851562"
"151","75.41120147705078","75.41120147705078","75.41120147705078"
"152","75.48722076416016","75.48722076416016","75.48722076416016"
"153","75.56120300292969","75.56120300292969","75.56120300292969"
"154","75.63320922851562","75.63320922851562","75.63320922851562"
"155","75.70186614990234","75.70186614990234","75.70186614990234"
"156","75.76719665527344","75.76719665527344","75.76719665527344"
"157","75.83196258544922","75.83196258544922","75.83196258544922"
"158","75.89649963378906","75.89649963378906","75.89649963378906"
"159","75.95806884765625","75.95806884765625","75.95806884765625"
"160","76.01953125","76.01953125","76.01953125"
"161","76.08141326904297","76.08141326904297","76.08141326904297"
"162","76.14698791503906","76.14698791503906","76.14698791503906"
"163","76.20927429199219","76.20927429199219","76.20927429199219"
"164","76.26786041259766","76.26786041259766","76.26786041259766"
"165","76.32198333740234","76.32198333740234","76.32198333740234"
"166","76.37319946289062","76.37319946289062","76.37319946289062"
"167","76.4221420288086","76.4221420288086","76.4221420288086"
"168","76.46829986572266","76.46829986572266","76.46829986572266"
"169","76.51528930664062","76.51528930664062","76.51528930664062"
"170","76.56088256835938","76.56088256835938","76.56088256835938"
"171","76.60372161865234","76.60372161865234","76.60372161865234"
"172","76.64285278320312","76.64285278320312","76.64285278320312"
"173","76.67868041992188","76.67868041992188","76.67868041992188"
"174","76.70902252197266","76.70902252197266","76.70902252197266"
"175","76.73948669433594","76.73948669433594","76.73948669433594"
"176","76.77029418945312","76.77029418945312","76.77029418945312"
"177","76.79774475097656","76.79774475097656","76.79774475097656"
"178","76.8219223022461","76.8219223022461","76.8219223022461"
"179","76.84490203857422","76.84490203857422","76.84490203857422"
"180","76.86370849609375","76.86370849609375","76.86370849609375"
"181","76.87832641601562","76.87832641601562","76.87832641601562"
"182","76.89611053466797","76.89611053466797","76.89611053466797"
"183","76.9106216430664","76.9106216430664","76.9106216430664"
"184","76.92230224609375","76.92230224609375","76.92230224609375"
"185","76.93558502197266","76.93558502197266","76.93558502197266"
"186","76.9477767944336","76.9477767944336","76.9477767944336"
"187","76.95899200439453","76.95899200439453","76.95899200439453"
"188","76.97123718261719","76.97123718261719","76.97123718261719"
"189","76.98220825195312","76.98220825195312","76.98220825195312"
"190","76.99372100830078","76.99372100830078","76.99372100830078"
"191","77.00491333007812","77.00491333007812","77.00491333007812"
"192","77.01740264892578","77.01740264892578","77.01740264892578"
"193","77.02793884277344","77.02793884277344","77.02793884277344"
"194","77.03832244873047","77.03832244873047","77.03832244873047"
"195","77.0458984375","77.0458984375","77.0458984375"
"196","77.05558013916016","77.05558013916016","77.05558013916016"
"197","77.060791015625","77.060791015625","77.060791015625"
"198","77.06982421875","77.06982421875","77.06982421875"
"199","77.0783462524414","77.0783462524414","77.0783462524414"
"200","77.09014129638672","77.09014129638672","77.09014129638672"
"201","77.09934997558594","77.09934997558594","77.09934997558594"
"202","77.104736328125","77.104736328125","77.104736328125"
"203","77.10505676269531","77.10505676269531","77.10505676269531"
"204","77.10398864746094","77.10398864746094","77.10398864746094"
"205","77.10242462158203","77.10242462158203","77.10242462158203"
"206","77.10305786132812","77.10305786132812","77.10305786132812"
"207","77.0996322631836","77.0996322631836","77.0996322631836"
"208","77.09766387939453","77.09766387939453","77.09766387939453"
"209","77.09794616699219","77.09794616699219","77.09794616699219"
"210","77.10152435302734","77.10152435302734","77.10152435302734"
"211","77.10116577148438","77.10116577148438","77.10116577148438"
"212","77.10359191894531","77.10359191894531","77.10359191894531"
"213","77.10971069335938","77.10971069335938","77.10971069335938"
"214","77.11279296875","77.11279296875","77.11279296875"
"215","77.11723327636719","77.11723327636719","77.11723327636719"
"216","77.11866760253906","77.11866760253906","77.11866760253906"
"217","77.12171173095703","77.12171173095703","77.12171173095703"
"218","77.12369537353516","77.12369537353516","77.12369537353516"
"219","77.12581634521484","77.12581634521484","77.12581634521484"
"220","77.12686157226562","77.12686157226562","77.12686157226562"
"221","77.12449645996094","77.12449645996094","77.12449645996094"
"222","77.11856842041016","77.11856842041016","77.11856842041016"
"223","77.113525390625","77.113525390625","77.113525390625"
"224","77.11021423339844","77.11021423339844","77.11021423339844"
"225","77.10739135742188","77.10739135742188","77.10739135742188"
"226","77.10279846191406","77.10279846191406","77.10279846191406"
"227","77.10184478759766","77.10184478759766","77.10184478759766"
"228","77.1016845703125","77.1016845703125","77.1016845703125"
"229","77.10151672363281","77.10151672363281","77.10151672363281"
"230","77.10369873046875","77.10369873046875","77.10369873046875"
"231","77.10504150390625","77.10504150390625","77.10504150390625"
"232","77.10462188720703","77.10462188720703","77.10462188720703"
"233","77.10337829589844","77.10337829589844","77.10337829589844"
"234","77.10403442382812","77.10403442382812","77.10403442382812"
"235","77.10338592529297","77.10338592529297","77.10338592529297"
"236","77.10614013671875","77.10614013671875","77.10614013671875"
"237","77.10980987548828","77.10980987548828","77.10980987548828"
"238","77.11256408691406","77.11256408691406","77.11256408691406"
"239","77.11939239501953","77.11939239501953","77.11939239501953"
"240","77.12342834472656","77.12342834472656","77.12342834472656"
"241","77.12648010253906","77.12648010253906","77.12648010253906"
"242","77.12943267822266","77.12943267822266","77.12943267822266"
"243","77.13307189941406","77.13307189941406","77.13307189941406"
"244","77.13409423828125","77.13409423828125","77.13409423828125"
"245","77.13442993164062","77.13442993164062","77.13442993164062"
"246","77.13831329345703","77.13831329345703","77.13831329345703"
"247","77.13983154296875","77.13983154296875","77.13983154296875"
"248","77.14080810546875","77.14080810546875","77.14080810546875"
"249","77.13829803466797","77.13829803466797","77.13829803466797"
"250","77.13103485107422","77.13103485107422","77.13103485107422"
"251","77.12373352050781","77.12373352050781","77.12373352050781"
"252","77.1163101196289","77.1163101196289","77.1163101196289"
"253","77.112060546875","77.112060546875","77.112060546875"
"254","77.11078643798828","77.11078643798828","77.11078643798828"
"255","77.11128234863281","77.11128234863281","77.11128234863281"
"256","77.11048889160156","77.11048889160156","77.11048889160156"
"257","77.10808563232422","77.10808563232422","77.10808563232422"
"258","77.10536193847656","77.10536193847656","77.10536193847656"
"259","77.10230255126953","77.10230255126953","77.10230255126953"
"260","77.10030364990234","77.10030364990234","77.10030364990234"
"261","77.09842681884766","77.09842681884766","77.09842681884766"
"262","77.09534454345703","77.09534454345703","77.09534454345703"
"263","77.08595275878906","77.08595275878906","77.08595275878906"
"264","77.07862854003906","77.07862854003906","77.07862854003906"
"265","77.06867980957031","77.06867980957031","77.06867980957031"
"266","77.060302734375","77.060302734375","77.060302734375"
"267","77.05438995361328","77.05438995361328","77.05438995361328"
"268","77.04560852050781","77.04560852050781","77.04560852050781"
"269","77.03814697265625","77.03814697265625","77.03814697265625"
"270","77.03125762939453","77.03125762939453","77.03125762939453"
"271","77.02484893798828","77.02484893798828","77.02484893798828"
"272","77.0232925415039","77.0232925415039","77.0232925415039"
"273","77.02027130126953","77.02027130126953","77.02027130126953"
"274","77.01661682128906","77.01661682128906","77.01661682128906"
"275","77.00997924804688","77.00997924804688","77.00997924804688"
"276","77.00328063964844","77.00328063964844","77.00328063964844"
"277","76.99795532226562","76.99795532226562","76.99795532226562"
"278","76.99437713623047","76.99437713623047","76.99437713623047"
"279","76.98692321777344","76.98692321777344","76.98692321777344"
"280","76.98126220703125","76.98126220703125","76.98126220703125"
"281","76.97615814208984","76.97615814208984","76.97615814208984"
"282","76.97016143798828","76.97016143798828","76.97016143798828"
"283","76.96696472167969","76.96696472167969","76.96696472167969"
"284","76.96246337890625","76.96246337890625","76.96246337890625"
"285","76.95944213867188","76.95944213867188","76.95944213867188"
"286","76.95516204833984","76.95516204833984","76.95516204833984"
"287","76.95154571533203","76.95154571533203","76.95154571533203"
"288","76.94819641113281","76.94819641113281","76.94819641113281"
"289","76.94451904296875","76.94451904296875","76.94451904296875"
"290","76.93912506103516","76.93912506103516","76.93912506103516"
"291","76.9366226196289","76.9366226196289","76.9366226196289"
"292","76.93411254882812","76.93411254882812","76.93411254882812"
"293","76.93132019042969","76.93132019042969","76.93132019042969"
"294","76.92880249023438","76.92880249023438","76.92880249023438"
"295","76.93216705322266","76.93216705322266","76.93216705322266"
"296","76.931884765625","76.931884765625","76.931884765625"
"297","76.92811584472656","76.92811584472656","76.92811584472656"
"298","76.9307861328125","76.9307861328125","76.9307861328125"
"299","76.93498229980469","76.93498229980469","76.93498229980469"
