"Step","glamorous-snowflake-26 - train/rmse_param_sig","glamorous-snowflake-26 - train/rmse_param_sig__MIN","glamorous-snowflake-26 - train/rmse_param_sig__MAX"
"112","71.36267852783203","71.36267852783203","71.36267852783203"
"113","71.522705078125","71.522705078125","71.522705078125"
"114","71.6790771484375","71.6790771484375","71.6790771484375"
"115","71.83291625976562","71.83291625976562","71.83291625976562"
"116","71.98457336425781","71.98457336425781","71.98457336425781"
"117","72.13322448730469","72.13322448730469","72.13322448730469"
"118","72.27930450439453","72.27930450439453","72.27930450439453"
"119","72.42280578613281","72.42280578613281","72.42280578613281"
"120","72.56476593017578","72.56476593017578","72.56476593017578"
"121","72.70558166503906","72.70558166503906","72.70558166503906"
"122","72.84172058105469","72.84172058105469","72.84172058105469"
"123","72.97621154785156","72.97621154785156","72.97621154785156"
"124","73.10889434814453","73.10889434814453","73.10889434814453"
"125","73.24229431152344","73.24229431152344","73.24229431152344"
"126","73.37577056884766","73.37577056884766","73.37577056884766"
"127","73.5078125","73.5078125","73.5078125"
"128","73.63778686523438","73.63778686523438","73.63778686523438"
"129","73.76895141601562","73.76895141601562","73.76895141601562"
"130","73.89757537841797","73.89757537841797","73.89757537841797"
"131","74.02528381347656","74.02528381347656","74.02528381347656"
"132","74.1543960571289","74.1543960571289","74.1543960571289"
"133","74.28126525878906","74.28126525878906","74.28126525878906"
"134","74.40850830078125","74.40850830078125","74.40850830078125"
"135","74.53398132324219","74.53398132324219","74.53398132324219"
"136","74.65740966796875","74.65740966796875","74.65740966796875"
"137","74.77949523925781","74.77949523925781","74.77949523925781"
"138","74.90068054199219","74.90068054199219","74.90068054199219"
"139","75.01909637451172","75.01909637451172","75.01909637451172"
"140","75.13645935058594","75.13645935058594","75.13645935058594"
"141","75.24886322021484","75.24886322021484","75.24886322021484"
"142","75.35977172851562","75.35977172851562","75.35977172851562"
"143","75.4697036743164","75.4697036743164","75.4697036743164"
"144","75.5804214477539","75.5804214477539","75.5804214477539"
"145","75.68600463867188","75.68600463867188","75.68600463867188"
"146","75.7863540649414","75.7863540649414","75.7863540649414"
"147","75.88780975341797","75.88780975341797","75.88780975341797"
"148","75.98686218261719","75.98686218261719","75.98686218261719"
"149","76.08212280273438","76.08212280273438","76.08212280273438"
"150","76.17832946777344","76.17832946777344","76.17832946777344"
"151","76.27204895019531","76.27204895019531","76.27204895019531"
"152","76.35880279541016","76.35880279541016","76.35880279541016"
"153","76.43931579589844","76.43931579589844","76.43931579589844"
"154","76.51806640625","76.51806640625","76.51806640625"
"155","76.59658813476562","76.59658813476562","76.59658813476562"
"156","76.66929626464844","76.66929626464844","76.66929626464844"
"157","76.73906707763672","76.73906707763672","76.73906707763672"
"158","76.80586242675781","76.80586242675781","76.80586242675781"
"159","76.86787414550781","76.86787414550781","76.86787414550781"
"160","76.92686462402344","76.92686462402344","76.92686462402344"
"161","76.98297119140625","76.98297119140625","76.98297119140625"
"162","77.0406723022461","77.0406723022461","77.0406723022461"
"163","77.09898376464844","77.09898376464844","77.09898376464844"
"164","77.1544189453125","77.1544189453125","77.1544189453125"
"165","77.20857238769531","77.20857238769531","77.20857238769531"
"166","77.25996398925781","77.25996398925781","77.25996398925781"
"167","77.30767822265625","77.30767822265625","77.30767822265625"
"168","77.34992980957031","77.34992980957031","77.34992980957031"
"169","77.39336395263672","77.39336395263672","77.39336395263672"
"170","77.43295288085938","77.43295288085938","77.43295288085938"
"171","77.46978759765625","77.46978759765625","77.46978759765625"
"172","77.50730895996094","77.50730895996094","77.50730895996094"
"173","77.54324340820312","77.54324340820312","77.54324340820312"
"174","77.58160400390625","77.58160400390625","77.58160400390625"
"175","77.61979675292969","77.61979675292969","77.61979675292969"
"176","77.658935546875","77.658935546875","77.658935546875"
"177","77.69189453125","77.69189453125","77.69189453125"
"178","77.72232818603516","77.72232818603516","77.72232818603516"
"179","77.74600982666016","77.74600982666016","77.74600982666016"
"180","77.76522064208984","77.76522064208984","77.76522064208984"
"181","77.78096008300781","77.78096008300781","77.78096008300781"
"182","77.79788970947266","77.79788970947266","77.79788970947266"
"183","77.81751251220703","77.81751251220703","77.81751251220703"
"184","77.84054565429688","77.84054565429688","77.84054565429688"
"185","77.85890197753906","77.85890197753906","77.85890197753906"
"186","77.8784408569336","77.8784408569336","77.8784408569336"
"187","77.89264678955078","77.89264678955078","77.89264678955078"
"188","77.9104232788086","77.9104232788086","77.9104232788086"
"189","77.92803955078125","77.92803955078125","77.92803955078125"
"190","77.94495391845703","77.94495391845703","77.94495391845703"
"191","77.96251678466797","77.96251678466797","77.96251678466797"
"192","77.97639465332031","77.97639465332031","77.97639465332031"
"193","77.9853286743164","77.9853286743164","77.9853286743164"
"194","77.99616241455078","77.99616241455078","77.99616241455078"
"195","78.00718688964844","78.00718688964844","78.00718688964844"
"196","78.01651763916016","78.01651763916016","78.01651763916016"
"197","78.0169677734375","78.0169677734375","78.0169677734375"
"198","78.02326202392578","78.02326202392578","78.02326202392578"
"199","78.03103637695312","78.03103637695312","78.03103637695312"
"200","78.04081726074219","78.04081726074219","78.04081726074219"
"201","78.04965209960938","78.04965209960938","78.04965209960938"
"202","78.05535125732422","78.05535125732422","78.05535125732422"
"203","78.06180572509766","78.06180572509766","78.06180572509766"
"204","78.07090759277344","78.07090759277344","78.07090759277344"
"205","78.08366394042969","78.08366394042969","78.08366394042969"
"206","78.09413146972656","78.09413146972656","78.09413146972656"
"207","78.10490417480469","78.10490417480469","78.10490417480469"
"208","78.11541748046875","78.11541748046875","78.11541748046875"
"209","78.12042236328125","78.12042236328125","78.12042236328125"
"210","78.12649536132812","78.12649536132812","78.12649536132812"
"211","78.13203430175781","78.13203430175781","78.13203430175781"
"212","78.1380615234375","78.1380615234375","78.1380615234375"
"213","78.13957977294922","78.13957977294922","78.13957977294922"
"214","78.13902282714844","78.13902282714844","78.13902282714844"
"215","78.13269805908203","78.13269805908203","78.13269805908203"
"216","78.12489318847656","78.12489318847656","78.12489318847656"
"217","78.12081146240234","78.12081146240234","78.12081146240234"
"218","78.11617279052734","78.11617279052734","78.11617279052734"
"219","78.10665893554688","78.10665893554688","78.10665893554688"
"220","78.10005187988281","78.10005187988281","78.10005187988281"
"221","78.09611511230469","78.09611511230469","78.09611511230469"
"222","78.09449768066406","78.09449768066406","78.09449768066406"
"223","78.09381103515625","78.09381103515625","78.09381103515625"
"224","78.09446716308594","78.09446716308594","78.09446716308594"
"225","78.09712219238281","78.09712219238281","78.09712219238281"
"226","78.09650421142578","78.09650421142578","78.09650421142578"
"227","78.09976196289062","78.09976196289062","78.09976196289062"
"228","78.1020278930664","78.1020278930664","78.1020278930664"
"229","78.10517883300781","78.10517883300781","78.10517883300781"
"230","78.1099853515625","78.1099853515625","78.1099853515625"
"231","78.11750030517578","78.11750030517578","78.11750030517578"
"232","78.1323471069336","78.1323471069336","78.1323471069336"
"233","78.14637756347656","78.14637756347656","78.14637756347656"
"234","78.15768432617188","78.15768432617188","78.15768432617188"
"235","78.16641998291016","78.16641998291016","78.16641998291016"
"236","78.16818237304688","78.16818237304688","78.16818237304688"
"237","78.16539764404297","78.16539764404297","78.16539764404297"
"238","78.16036987304688","78.16036987304688","78.16036987304688"
"239","78.15585327148438","78.15585327148438","78.15585327148438"
"240","78.15060424804688","78.15060424804688","78.15060424804688"
"241","78.1441879272461","78.1441879272461","78.1441879272461"
"242","78.14423370361328","78.14423370361328","78.14423370361328"
"243","78.14610290527344","78.14610290527344","78.14610290527344"
"244","78.1484146118164","78.1484146118164","78.1484146118164"
"245","78.15035247802734","78.15035247802734","78.15035247802734"
"246","78.15107727050781","78.15107727050781","78.15107727050781"
"247","78.15238952636719","78.15238952636719","78.15238952636719"
"248","78.15315246582031","78.15315246582031","78.15315246582031"
"249","78.1578369140625","78.1578369140625","78.1578369140625"
"250","78.1575927734375","78.1575927734375","78.1575927734375"
"251","78.16287231445312","78.16287231445312","78.16287231445312"
"252","78.1658935546875","78.1658935546875","78.1658935546875"
"253","78.16923522949219","78.16923522949219","78.16923522949219"
"254","78.17447662353516","78.17447662353516","78.17447662353516"
"255","78.1814956665039","78.1814956665039","78.1814956665039"
"256","78.18644714355469","78.18644714355469","78.18644714355469"
"257","78.19111633300781","78.19111633300781","78.19111633300781"
"258","78.19635009765625","78.19635009765625","78.19635009765625"
"259","78.20952606201172","78.20952606201172","78.20952606201172"
"260","78.22171020507812","78.22171020507812","78.22171020507812"
"261","78.23624420166016","78.23624420166016","78.23624420166016"
"262","78.2529296875","78.2529296875","78.2529296875"
"263","78.27130126953125","78.27130126953125","78.27130126953125"
"264","78.29269409179688","78.29269409179688","78.29269409179688"
"265","78.30520629882812","78.30520629882812","78.30520629882812"
"266","78.31163024902344","78.31163024902344","78.31163024902344"
"267","78.31148529052734","78.31148529052734","78.31148529052734"
"268","78.31086730957031","78.31086730957031","78.31086730957031"
"269","78.31101989746094","78.31101989746094","78.31101989746094"
"270","78.31098937988281","78.31098937988281","78.31098937988281"
"271","78.31183624267578","78.31183624267578","78.31183624267578"
"272","78.31180572509766","78.31180572509766","78.31180572509766"
"273","78.30692291259766","78.30692291259766","78.30692291259766"
"274","78.30497741699219","78.30497741699219","78.30497741699219"
"275","78.3038558959961","78.3038558959961","78.3038558959961"
"276","78.30699157714844","78.30699157714844","78.30699157714844"
"277","78.30464172363281","78.30464172363281","78.30464172363281"
"278","78.30328369140625","78.30328369140625","78.30328369140625"
"279","78.30241394042969","78.30241394042969","78.30241394042969"
"280","78.3017349243164","78.3017349243164","78.3017349243164"
"281","78.29674530029297","78.29674530029297","78.29674530029297"
"282","78.29550170898438","78.29550170898438","78.29550170898438"
"283","78.3017807006836","78.3017807006836","78.3017807006836"
"284","78.30830383300781","78.30830383300781","78.30830383300781"
"285","78.31013488769531","78.31013488769531","78.31013488769531"
"286","78.31019592285156","78.31019592285156","78.31019592285156"
"287","78.30828094482422","78.30828094482422","78.30828094482422"
"288","78.30307006835938","78.30307006835938","78.30307006835938"
"289","78.29412841796875","78.29412841796875","78.29412841796875"
"290","78.28646850585938","78.28646850585938","78.28646850585938"
"291","78.27449035644531","78.27449035644531","78.27449035644531"
"292","78.26093292236328","78.26093292236328","78.26093292236328"
"293","78.24984741210938","78.24984741210938","78.24984741210938"
"294","78.23867797851562","78.23867797851562","78.23867797851562"
"295","78.22468566894531","78.22468566894531","78.22468566894531"
"296","78.20951080322266","78.20951080322266","78.20951080322266"
"297","78.19823455810547","78.19823455810547","78.19823455810547"
"298","78.19169616699219","78.19169616699219","78.19169616699219"
"299","78.18490600585938","78.18490600585938","78.18490600585938"
