"Step","lively-brook-27 - train/rmse_param_sig","lively-brook-27 - train/rmse_param_sig__MIN","lively-brook-27 - train/rmse_param_sig__MAX"
"112","53.134056091308594","53.134056091308594","53.134056091308594"
"113","53.096275329589844","53.096275329589844","53.096275329589844"
"114","53.07710266113281","53.07710266113281","53.07710266113281"
"115","53.07852554321289","53.07852554321289","53.07852554321289"
"116","53.061279296875","53.061279296875","53.061279296875"
"117","53.04478454589844","53.04478454589844","53.04478454589844"
"118","53.027557373046875","53.027557373046875","53.027557373046875"
"119","53.01148986816406","53.01148986816406","53.01148986816406"
"120","52.99766540527344","52.99766540527344","52.99766540527344"
"121","52.992225646972656","52.992225646972656","52.992225646972656"
"122","52.982093811035156","52.982093811035156","52.982093811035156"
"123","52.952674865722656","52.952674865722656","52.952674865722656"
"124","52.906558990478516","52.906558990478516","52.906558990478516"
"125","52.892635345458984","52.892635345458984","52.892635345458984"
"126","52.88497543334961","52.88497543334961","52.88497543334961"
"127","52.8953971862793","52.8953971862793","52.8953971862793"
"128","52.89375305175781","52.89375305175781","52.89375305175781"
"129","52.891117095947266","52.891117095947266","52.891117095947266"
"130","52.908687591552734","52.908687591552734","52.908687591552734"
"131","52.90205383300781","52.90205383300781","52.90205383300781"
"132","52.89273452758789","52.89273452758789","52.89273452758789"
"133","52.900081634521484","52.900081634521484","52.900081634521484"
"134","52.905460357666016","52.905460357666016","52.905460357666016"
"135","52.921268463134766","52.921268463134766","52.921268463134766"
"136","52.91593933105469","52.91593933105469","52.91593933105469"
"137","52.90961456298828","52.90961456298828","52.90961456298828"
"138","52.894290924072266","52.894290924072266","52.894290924072266"
"139","52.91919708251953","52.91919708251953","52.91919708251953"
"140","52.949275970458984","52.949275970458984","52.949275970458984"
"141","52.983238220214844","52.983238220214844","52.983238220214844"
"142","53.04344177246094","53.04344177246094","53.04344177246094"
"143","53.08067321777344","53.08067321777344","53.08067321777344"
"144","53.13028335571289","53.13028335571289","53.13028335571289"
"145","53.16222381591797","53.16222381591797","53.16222381591797"
"146","53.15129089355469","53.15129089355469","53.15129089355469"
"147","53.146427154541016","53.146427154541016","53.146427154541016"
"148","53.138248443603516","53.138248443603516","53.138248443603516"
"149","53.12616729736328","53.12616729736328","53.12616729736328"
"150","53.13032150268555","53.13032150268555","53.13032150268555"
"151","53.1214599609375","53.1214599609375","53.1214599609375"
"152","53.128543853759766","53.128543853759766","53.128543853759766"
"153","53.10869216918945","53.10869216918945","53.10869216918945"
"154","53.102142333984375","53.102142333984375","53.102142333984375"
"155","53.10670852661133","53.10670852661133","53.10670852661133"
"156","53.102291107177734","53.102291107177734","53.102291107177734"
"157","53.0949821472168","53.0949821472168","53.0949821472168"
"158","53.081077575683594","53.081077575683594","53.081077575683594"
"159","53.03849411010742","53.03849411010742","53.03849411010742"
"160","52.999481201171875","52.999481201171875","52.999481201171875"
"161","52.94691467285156","52.94691467285156","52.94691467285156"
"162","52.90752029418945","52.90752029418945","52.90752029418945"
"163","52.8618049621582","52.8618049621582","52.8618049621582"
"164","52.82809066772461","52.82809066772461","52.82809066772461"
"165","52.800682067871094","52.800682067871094","52.800682067871094"
"166","52.77110290527344","52.77110290527344","52.77110290527344"
"167","52.74272155761719","52.74272155761719","52.74272155761719"
"168","52.7382926940918","52.7382926940918","52.7382926940918"
"169","52.76055908203125","52.76055908203125","52.76055908203125"
"170","52.7650146484375","52.7650146484375","52.7650146484375"
"171","52.7877082824707","52.7877082824707","52.7877082824707"
"172","52.84098434448242","52.84098434448242","52.84098434448242"
"173","52.89314270019531","52.89314270019531","52.89314270019531"
"174","52.96296691894531","52.96296691894531","52.96296691894531"
"175","53.04806900024414","53.04806900024414","53.04806900024414"
"176","53.1422233581543","53.1422233581543","53.1422233581543"
"177","53.225276947021484","53.225276947021484","53.225276947021484"
"178","53.294334411621094","53.294334411621094","53.294334411621094"
"179","53.360435485839844","53.360435485839844","53.360435485839844"
"180","53.393707275390625","53.393707275390625","53.393707275390625"
"181","53.403202056884766","53.403202056884766","53.403202056884766"
"182","53.397117614746094","53.397117614746094","53.397117614746094"
"183","53.39433288574219","53.39433288574219","53.39433288574219"
"184","53.43103790283203","53.43103790283203","53.43103790283203"
"185","53.433868408203125","53.433868408203125","53.433868408203125"
"186","53.42757797241211","53.42757797241211","53.42757797241211"
"187","53.41732406616211","53.41732406616211","53.41732406616211"
"188","53.40088653564453","53.40088653564453","53.40088653564453"
"189","53.393470764160156","53.393470764160156","53.393470764160156"
"190","53.37168502807617","53.37168502807617","53.37168502807617"
"191","53.3658332824707","53.3658332824707","53.3658332824707"
"192","53.36833953857422","53.36833953857422","53.36833953857422"
"193","53.369876861572266","53.369876861572266","53.369876861572266"
"194","53.38948440551758","53.38948440551758","53.38948440551758"
"195","53.39431381225586","53.39431381225586","53.39431381225586"
"196","53.37858963012695","53.37858963012695","53.37858963012695"
"197","53.35112380981445","53.35112380981445","53.35112380981445"
"198","53.327964782714844","53.327964782714844","53.327964782714844"
"199","53.29690933227539","53.29690933227539","53.29690933227539"
"200","53.27852249145508","53.27852249145508","53.27852249145508"
"201","53.27449417114258","53.27449417114258","53.27449417114258"
"202","53.22319412231445","53.22319412231445","53.22319412231445"
"203","53.1690559387207","53.1690559387207","53.1690559387207"
"204","53.121238708496094","53.121238708496094","53.121238708496094"
"205","53.13130187988281","53.13130187988281","53.13130187988281"
"206","53.13162612915039","53.13162612915039","53.13162612915039"
"207","53.158348083496094","53.158348083496094","53.158348083496094"
"208","53.16729736328125","53.16729736328125","53.16729736328125"
"209","53.152339935302734","53.152339935302734","53.152339935302734"
"210","53.133724212646484","53.133724212646484","53.133724212646484"
"211","53.10808563232422","53.10808563232422","53.10808563232422"
"212","53.09006881713867","53.09006881713867","53.09006881713867"
"213","53.07668685913086","53.07668685913086","53.07668685913086"
"214","53.07083511352539","53.07083511352539","53.07083511352539"
"215","53.051490783691406","53.051490783691406","53.051490783691406"
"216","53.03236770629883","53.03236770629883","53.03236770629883"
"217","53.026424407958984","53.026424407958984","53.026424407958984"
"218","53.036380767822266","53.036380767822266","53.036380767822266"
"219","53.04462814331055","53.04462814331055","53.04462814331055"
"220","53.061058044433594","53.061058044433594","53.061058044433594"
"221","53.08640670776367","53.08640670776367","53.08640670776367"
"222","53.11812210083008","53.11812210083008","53.11812210083008"
"223","53.13964080810547","53.13964080810547","53.13964080810547"
"224","53.182682037353516","53.182682037353516","53.182682037353516"
"225","53.218994140625","53.218994140625","53.218994140625"
"226","53.20600509643555","53.20600509643555","53.20600509643555"
"227","53.20524597167969","53.20524597167969","53.20524597167969"
"228","53.183753967285156","53.183753967285156","53.183753967285156"
"229","53.16342544555664","53.16342544555664","53.16342544555664"
"230","53.14494323730469","53.14494323730469","53.14494323730469"
"231","53.14889144897461","53.14889144897461","53.14889144897461"
"232","53.16300964355469","53.16300964355469","53.16300964355469"
"233","53.170127868652344","53.170127868652344","53.170127868652344"
"234","53.18294143676758","53.18294143676758","53.18294143676758"
"235","53.20526123046875","53.20526123046875","53.20526123046875"
"236","53.21249008178711","53.21249008178711","53.21249008178711"
"237","53.219993591308594","53.219993591308594","53.219993591308594"
"238","53.237144470214844","53.237144470214844","53.237144470214844"
"239","53.254207611083984","53.254207611083984","53.254207611083984"
"240","53.26319885253906","53.26319885253906","53.26319885253906"
"241","53.277713775634766","53.277713775634766","53.277713775634766"
"242","53.2952880859375","53.2952880859375","53.2952880859375"
"243","53.278594970703125","53.278594970703125","53.278594970703125"
"244","53.276920318603516","53.276920318603516","53.276920318603516"
"245","53.256683349609375","53.256683349609375","53.256683349609375"
"246","53.23050308227539","53.23050308227539","53.23050308227539"
"247","53.20364761352539","53.20364761352539","53.20364761352539"
"248","53.174678802490234","53.174678802490234","53.174678802490234"
"249","53.15244674682617","53.15244674682617","53.15244674682617"
"250","53.10780334472656","53.10780334472656","53.10780334472656"
"251","53.08637237548828","53.08637237548828","53.08637237548828"
"252","53.03602981567383","53.03602981567383","53.03602981567383"
"253","52.977291107177734","52.977291107177734","52.977291107177734"
"254","52.933143615722656","52.933143615722656","52.933143615722656"
"255","52.92083740234375","52.92083740234375","52.92083740234375"
"256","52.95998001098633","52.95998001098633","52.95998001098633"
"257","52.969749450683594","52.969749450683594","52.969749450683594"
"258","52.99160385131836","52.99160385131836","52.99160385131836"
"259","53.007076263427734","53.007076263427734","53.007076263427734"
"260","53.017757415771484","53.017757415771484","53.017757415771484"
"261","53.05583572387695","53.05583572387695","53.05583572387695"
"262","53.10559844970703","53.10559844970703","53.10559844970703"
"263","53.13580322265625","53.13580322265625","53.13580322265625"
"264","53.164127349853516","53.164127349853516","53.164127349853516"
"265","53.15150833129883","53.15150833129883","53.15150833129883"
"266","53.133853912353516","53.133853912353516","53.133853912353516"
"267","53.12431716918945","53.12431716918945","53.12431716918945"
"268","53.08525466918945","53.08525466918945","53.08525466918945"
"269","53.03579330444336","53.03579330444336","53.03579330444336"
"270","52.98577880859375","52.98577880859375","52.98577880859375"
"271","52.93954086303711","52.93954086303711","52.93954086303711"
"272","52.899024963378906","52.899024963378906","52.899024963378906"
"273","52.85010528564453","52.85010528564453","52.85010528564453"
"274","52.80545425415039","52.80545425415039","52.80545425415039"
"275","52.766357421875","52.766357421875","52.766357421875"
"276","52.731441497802734","52.731441497802734","52.731441497802734"
"277","52.713565826416016","52.713565826416016","52.713565826416016"
"278","52.71501159667969","52.71501159667969","52.71501159667969"
"279","52.72443389892578","52.72443389892578","52.72443389892578"
"280","52.78118133544922","52.78118133544922","52.78118133544922"
"281","52.823081970214844","52.823081970214844","52.823081970214844"
"282","52.862213134765625","52.862213134765625","52.862213134765625"
"283","52.95291519165039","52.95291519165039","52.95291519165039"
"284","53.02017593383789","53.02017593383789","53.02017593383789"
"285","53.10297393798828","53.10297393798828","53.10297393798828"
"286","53.15468978881836","53.15468978881836","53.15468978881836"
"287","53.17837142944336","53.17837142944336","53.17837142944336"
"288","53.22966003417969","53.22966003417969","53.22966003417969"
"289","53.264373779296875","53.264373779296875","53.264373779296875"
"290","53.2900276184082","53.2900276184082","53.2900276184082"
"291","53.29046630859375","53.29046630859375","53.29046630859375"
"292","53.31541061401367","53.31541061401367","53.31541061401367"
"293","53.37416458129883","53.37416458129883","53.37416458129883"
"294","53.415199279785156","53.415199279785156","53.415199279785156"
"295","53.4544677734375","53.4544677734375","53.4544677734375"
"296","53.510501861572266","53.510501861572266","53.510501861572266"
"297","53.59318542480469","53.59318542480469","53.59318542480469"
"298","53.66902542114258","53.66902542114258","53.66902542114258"
"299","53.71855163574219","53.71855163574219","53.71855163574219"
