"Step","fast-sun-63 - loss/rmse_param_sig","fast-sun-63 - loss/rmse_param_sig__MIN","fast-sun-63 - loss/rmse_param_sig__MAX","deep-bee-62 - loss/rmse_param_sig","deep-bee-62 - loss/rmse_param_sig__MIN","deep-bee-62 - loss/rmse_param_sig__MAX","toasty-monkey-61 - loss/rmse_param_sig","toasty-monkey-61 - loss/rmse_param_sig__MIN","toasty-monkey-61 - loss/rmse_param_sig__MAX"
"13","0.32917321247277315","0.32917321247277315","0.32917321247277315","0.35327239279893113","0.35327239279893113","0.35327239279893113","0.22468160543779414","0.22468160543779414","0.22468160543779414"
"14","0.32388556679211133","0.32388556679211133","0.32388556679211133","0.34533202871982976","0.34533202871982976","0.34533202871982976","0.2137444336565321","0.2137444336565321","0.2137444336565321"
"15","0.3187704423592914","0.3187704423592914","0.3187704423592914","0.33612870924424354","0.33612870924424354","0.33612870924424354","0.2031951425393565","0.2031951425393565","0.2031951425393565"
"16","0.3139989798437087","0.3139989798437087","0.3139989798437087","0.32826262252503924","0.32826262252503924","0.32826262252503924","0.193772327373125","0.193772327373125","0.193772327373125"
"17","0.30956259409227815","0.30956259409227815","0.30956259409227815","0.32092644163239387","0.32092644163239387","0.32092644163239387","0.18588218864348208","0.18588218864348208","0.18588218864348208"
"18","0.3058292670563527","0.3058292670563527","0.3058292670563527","0.31260483656857285","0.31260483656857285","0.31260483656857285","0.17898254217254284","0.17898254217254284","0.17898254217254284"
"19","0.3017512089223235","0.3017512089223235","0.3017512089223235","0.3049906380455185","0.3049906380455185","0.3049906380455185","0.17236190748506333","0.17236190748506333","0.17236190748506333"
"20","0.29804766465875554","0.29804766465875554","0.29804766465875554","0.2990675775697014","0.2990675775697014","0.2990675775697014","0.16590693431102346","0.16590693431102346","0.16590693431102346"
"21","0.2948712749386071","0.2948712749386071","0.2948712749386071","0.2946870640463417","0.2946870640463417","0.2946870640463417","0.1596294240715367","0.1596294240715367","0.1596294240715367"
"22","0.2917270782375256","0.2917270782375256","0.2917270782375256","0.28959770584900635","0.28959770584900635","0.28959770584900635","0.15406310484339536","0.15406310484339536","0.15406310484339536"
"23","0.2892911316416737","0.2892911316416737","0.2892911316416737","0.2849001343324872","0.2849001343324872","0.2849001343324872","0.14835485797973588","0.14835485797973588","0.14835485797973588"
"24","0.28607903636079146","0.28607903636079146","0.28607903636079146","0.27905430666190484","0.27905430666190484","0.27905430666190484","0.144061041014139","0.144061041014139","0.144061041014139"
"25","0.28126097604262734","0.28126097604262734","0.28126097604262734","0.2746444201471414","0.2746444201471414","0.2746444201471414","0.13958897157489158","0.13958897157489158","0.13958897157489158"
"26","0.27678985889518964","0.27678985889518964","0.27678985889518964","0.2711206001008538","0.2711206001008538","0.2711206001008538","0.13513647848336358","0.13513647848336358","0.13513647848336358"
"27","0.27278789995960967","0.27278789995960967","0.27278789995960967","0.26577829920303664","0.26577829920303664","0.26577829920303664","0.13087844073725935","0.13087844073725935","0.13087844073725935"
"28","0.2697989938806243","0.2697989938806243","0.2697989938806243","0.260588835941237","0.260588835941237","0.260588835941237","0.12680319201047507","0.12680319201047507","0.12680319201047507"
"29","0.2671753270705414","0.2671753270705414","0.2671753270705414","0.2563801612511334","0.2563801612511334","0.2563801612511334","0.12262697791396855","0.12262697791396855","0.12262697791396855"
"30","0.2645722322627965","0.2645722322627965","0.2645722322627965","0.2498310199066649","0.2498310199066649","0.2498310199066649","0.11903462168370597","0.11903462168370597","0.11903462168370597"
"31","0.2622228136747927","0.2622228136747927","0.2622228136747927","0.2442885884740532","0.2442885884740532","0.2442885884740532","0.11579886244815722","0.11579886244815722","0.11579886244815722"
"32","0.25980412948703724","0.25980412948703724","0.25980412948703724","0.2373848127647258","0.2373848127647258","0.2373848127647258","0.11484672009954093","0.11484672009954093","0.11484672009954093"
"33","0.2579453753059521","0.2579453753059521","0.2579453753059521","0.2288929102885302","0.2288929102885302","0.2288929102885302","0.11182060233123718","0.11182060233123718","0.11182060233123718"
"34","0.2584016130997383","0.2584016130997383","0.2584016130997383","0.2200779254772889","0.2200779254772889","0.2200779254772889","0.10669161156671327","0.10669161156671327","0.10669161156671327"
"35","0.2589450748137533","0.2589450748137533","0.2589450748137533","0.21137505084489056","0.21137505084489056","0.21137505084489056","0.10178983624727332","0.10178983624727332","0.10178983624727332"
"36","0.2600141342868472","0.2600141342868472","0.2600141342868472","0.20386629163005468","0.20386629163005468","0.20386629163005468","0.09669837836190445","0.09669837836190445","0.09669837836190445"
"37","0.2612851673503344","0.2612851673503344","0.2612851673503344","0.1963598185173924","0.1963598185173924","0.1963598185173924","0.09190348387368555","0.09190348387368555","0.09190348387368555"
"38","0.2627972197419723","0.2627972197419723","0.2627972197419723","0.18772615533965314","0.18772615533965314","0.18772615533965314","0.08453040412967851","0.08453040412967851","0.08453040412967851"
"39","0.264195201193246","0.264195201193246","0.264195201193246","0.17941974170037622","0.17941974170037622","0.17941974170037622","0.07718616820575351","0.07718616820575351","0.07718616820575351"
"40","0.2664476200106477","0.2664476200106477","0.2664476200106477","0.1722647140115002","0.1722647140115002","0.1722647140115002","0.07030075873871627","0.07030075873871627","0.07030075873871627"
"41","0.2693862071901976","0.2693862071901976","0.2693862071901976","0.16463560123697402","0.16463560123697402","0.16463560123697402","0.061448616666398746","0.061448616666398746","0.061448616666398746"
"42","0.2724827194918865","0.2724827194918865","0.2724827194918865","0.15690218390977614","0.15690218390977614","0.15690218390977614","0.05417038127666713","0.05417038127666713","0.05417038127666713"
"43","0.27563082821554","0.27563082821554","0.27563082821554","0.14893372389355905","0.14893372389355905","0.14893372389355905","0.048069923128675876","0.048069923128675876","0.048069923128675876"
"44","0.28531990013602015","0.28531990013602015","0.28531990013602015","0.14786063677376945","0.14786063677376945","0.14786063677376945","0.03899177637876383","0.03899177637876383","0.03899177637876383"
"45","0.29430115465565737","0.29430115465565737","0.29430115465565737","0.14638947218615572","0.14638947218615572","0.14638947218615572","0.03236510210060512","0.03236510210060512","0.03236510210060512"
"46","0.30330510326314886","0.30330510326314886","0.30330510326314886","0.1457127222085441","0.1457127222085441","0.1457127222085441","0.027614497777551747","0.027614497777551747","0.027614497777551747"
"47","0.31129730062055816","0.31129730062055816","0.31129730062055816","0.1447767507165828","0.1447767507165828","0.1447767507165828","0.026034396789254562","0.026034396789254562","0.026034396789254562"
"48","0.3187297104506642","0.3187297104506642","0.3187297104506642","0.14444499358728755","0.14444499358728755","0.14444499358728755","0.02669206525602072","0.02669206525602072","0.02669206525602072"
"49","0.32613406039521264","0.32613406039521264","0.32613406039521264","0.1448802411647537","0.1448802411647537","0.1448802411647537","0.027640725138532742","0.027640725138532742","0.027640725138532742"
"50","0.33404938205317247","0.33404938205317247","0.33404938205317247","0.14376678271044865","0.14376678271044865","0.14376678271044865","0.02863377753607657","0.02863377753607657","0.02863377753607657"
"51","0.3414151729796808","0.3414151729796808","0.3414151729796808","0.1431383708089386","0.1431383708089386","0.1431383708089386","0.02881080921371938","0.02881080921371938","0.02881080921371938"
"52","0.34456585572176396","0.34456585572176396","0.34456585572176396","0.14248119215735658","0.14248119215735658","0.14248119215735658","0.027303592536877697","0.027303592536877697","0.027303592536877697"
"53","0.34651184448304195","0.34651184448304195","0.34651184448304195","0.1423905392215589","0.1423905392215589","0.1423905392215589","0.025536741549241966","0.025536741549241966","0.025536741549241966"
"54","0.3475462576452165","0.3475462576452165","0.3475462576452165","0.14202774872070453","0.14202774872070453","0.14202774872070453","0.022570849622715505","0.022570849622715505","0.022570849622715505"
"55","0.3484253271402789","0.3484253271402789","0.3484253271402789","0.1418999972388623","0.1418999972388623","0.1418999972388623","0.02009945111796145","0.02009945111796145","0.02009945111796145"
"56","0.34913686183691295","0.34913686183691295","0.34913686183691295","0.14247703471588988","0.14247703471588988","0.14247703471588988","0.016392069988916083","0.016392069988916083","0.016392069988916083"
"57","0.349189067189444","0.349189067189444","0.349189067189444","0.14212288616999316","0.14212288616999316","0.14212288616999316","0.012038060540658759","0.012038060540658759","0.012038060540658759"
"58","0.34907091328832635","0.34907091328832635","0.34907091328832635","0.14220161972520903","0.14220161972520903","0.14220161972520903","0.00742422434654547","0.00742422434654547","0.00742422434654547"
"59","0.3489419927668953","0.3489419927668953","0.3489419927668953","0.14278435035356044","0.14278435035356044","0.14278435035356044","0.006349476889922776","0.006349476889922776","0.006349476889922776"
"60","0.34892488338496097","0.34892488338496097","0.34892488338496097","0.14421286559171553","0.14421286559171553","0.14421286559171553","0.009505578964284509","0.009505578964284509","0.009505578964284509"
"61","0.34927328415711156","0.34927328415711156","0.34927328415711156","0.14653771936609136","0.14653771936609136","0.14653771936609136","0.014399716293685097","0.014399716293685097","0.014399716293685097"
"62","0.34846904095017744","0.34846904095017744","0.34846904095017744","0.14793130821965245","0.14793130821965245","0.14793130821965245","0.022099428424536605","0.022099428424536605","0.022099428424536605"
"63","0.3477381799883977","0.3477381799883977","0.3477381799883977","0.14849660270701528","0.14849660270701528","0.14849660270701528","0.03038362244676823","0.03038362244676823","0.03038362244676823"
"64","0.347422588225743","0.347422588225743","0.347422588225743","0.1495292461052846","0.1495292461052846","0.1495292461052846","0.03825456443807997","0.03825456443807997","0.03825456443807997"
"65","0.3462180683078738","0.3462180683078738","0.3462180683078738","0.14941678694984997","0.14941678694984997","0.14941678694984997","0.04354182589047001","0.04354182589047001","0.04354182589047001"
"66","0.3448917585983105","0.3448917585983105","0.3448917585983105","0.14872114609451445","0.14872114609451445","0.14872114609451445","0.04974006298881217","0.04974006298881217","0.04974006298881217"
"67","0.3432800389625764","0.3432800389625764","0.3432800389625764","0.14720862578027896","0.14720862578027896","0.14720862578027896","0.05576738543139501","0.05576738543139501","0.05576738543139501"
"68","0.3421505446332685","0.3421505446332685","0.3421505446332685","0.1454050542107658","0.1454050542107658","0.1454050542107658","0.060491532120912704","0.060491532120912704","0.060491532120912704"
"69","0.3406812533080751","0.3406812533080751","0.3406812533080751","0.1444418743933478","0.1444418743933478","0.1444418743933478","0.0637908629395067","0.0637908629395067","0.0637908629395067"
"70","0.3410070538477525","0.3410070538477525","0.3410070538477525","0.14449370228154007","0.14449370228154007","0.14449370228154007","0.0642783273693156","0.0642783273693156","0.0642783273693156"
"71","0.341196682072796","0.341196682072796","0.341196682072796","0.14226560828408444","0.14226560828408444","0.14226560828408444","0.06488218153126576","0.06488218153126576","0.06488218153126576"
"72","0.34080535544336515","0.34080535544336515","0.34080535544336515","0.14018320733823578","0.14018320733823578","0.14018320733823578","0.0652624193239974","0.0652624193239974","0.0652624193239974"
"73","0.34079716901004187","0.34079716901004187","0.34079716901004187","0.13884790955118015","0.13884790955118015","0.13884790955118015","0.0654641085091542","0.0654641085091542","0.0654641085091542"
"74","0.3398590512503616","0.3398590512503616","0.3398590512503616","0.13836047291132","0.13836047291132","0.13836047291132","0.06615328099393236","0.06615328099393236","0.06615328099393236"
"75","0.3380125360275211","0.3380125360275211","0.3380125360275211","0.13915065672972177","0.13915065672972177","0.13915065672972177","0.06684644544872545","0.06684644544872545","0.06684644544872545"
"76","0.3364001516573908","0.3364001516573908","0.3364001516573908","0.1412078081424426","0.1412078081424426","0.1412078081424426","0.06702241612854497","0.06702241612854497","0.06702241612854497"
"77","0.33394396639741647","0.33394396639741647","0.33394396639741647","0.14188403196357072","0.14188403196357072","0.14188403196357072","0.06667162238710704","0.06667162238710704","0.06667162238710704"
"78","0.33265448730705405","0.33265448730705405","0.33265448730705405","0.1438469143974648","0.1438469143974648","0.1438469143974648","0.06506641663780276","0.06506641663780276","0.06506641663780276"
"79","0.33166294835334253","0.33166294835334253","0.33166294835334253","0.14532155536329647","0.14532155536329647","0.14532155536329647","0.0631439190236176","0.0631439190236176","0.0631439190236176"
"80","0.3333246479485841","0.3333246479485841","0.3333246479485841","0.14705007453933389","0.14705007453933389","0.14705007453933389","0.06099141392833735","0.06099141392833735","0.06099141392833735"
"81","0.33367747956366567","0.33367747956366567","0.33367747956366567","0.14664396369513302","0.14664396369513302","0.14664396369513302","0.05909640500327166","0.05909640500327166","0.05909640500327166"
"82","0.3343388819627203","0.3343388819627203","0.3343388819627203","0.14664628148332493","0.14664628148332493","0.14664628148332493","0.05701208511702074","0.05701208511702074","0.05701208511702074"
"83","0.33462086613633113","0.33462086613633113","0.33462086613633113","0.14597801076252534","0.14597801076252534","0.14597801076252534","0.055376428166205936","0.055376428166205936","0.055376428166205936"
"84","0.3350146219919451","0.3350146219919451","0.3350146219919451","0.14526290580431991","0.14526290580431991","0.14526290580431991","0.05437057932578774","0.05437057932578774","0.05437057932578774"
"85","0.33574258657912476","0.33574258657912476","0.33574258657912476","0.14404367732828385","0.14404367732828385","0.14404367732828385","0.05356134870445315","0.05356134870445315","0.05356134870445315"
"86","0.3370993730193091","0.3370993730193091","0.3370993730193091","0.14324220949819724","0.14324220949819724","0.14324220949819724","0.05313566074766745","0.05313566074766745","0.05313566074766745"
"87","0.338829731457793","0.338829731457793","0.338829731457793","0.14299484495089732","0.14299484495089732","0.14299484495089732","0.052402865268749634","0.052402865268749634","0.052402865268749634"
"88","0.3412316314992068","0.3412316314992068","0.3412316314992068","0.14252510042927036","0.14252510042927036","0.14252510042927036","0.05091678629802322","0.05091678629802322","0.05091678629802322"
"89","0.3444207490722334","0.3444207490722334","0.3444207490722334","0.14200221461869597","0.14200221461869597","0.14200221461869597","0.04920971981146014","0.04920971981146014","0.04920971981146014"
"90","0.34714484216898783","0.34714484216898783","0.34714484216898783","0.1410959155387154","0.1410959155387154","0.1410959155387154","0.04793414763432189","0.04793414763432189","0.04793414763432189"
"91","0.35047387853270145","0.35047387853270145","0.35047387853270145","0.14072800874261593","0.14072800874261593","0.14072800874261593","0.04663921599757307","0.04663921599757307","0.04663921599757307"
"92","0.3538686979827444","0.3538686979827444","0.3538686979827444","0.14100185822332587","0.14100185822332587","0.14100185822332587","0.04504454427724503","0.04504454427724503","0.04504454427724503"
"93","0.3573209041363275","0.3573209041363275","0.3573209041363275","0.1406901439730482","0.1406901439730482","0.1406901439730482","0.043878815278149734","0.043878815278149734","0.043878815278149734"
"94","0.3597171010503722","0.3597171010503722","0.3597171010503722","0.1405700837293159","0.1405700837293159","0.1405700837293159","0.04327321028732804","0.04327321028732804","0.04327321028732804"
"95","0.3607256728818173","0.3607256728818173","0.3607256728818173","0.14007196480085143","0.14007196480085143","0.14007196480085143","0.04330189725858893","0.04330189725858893","0.04330189725858893"
"96","0.3611619771496698","0.3611619771496698","0.3611619771496698","0.14044386004136059","0.14044386004136059","0.14044386004136059","0.042128284563541736","0.042128284563541736","0.042128284563541736"
"97","0.36102772522684046","0.36102772522684046","0.36102772522684046","0.14064161545184894","0.14064161545184894","0.14064161545184894","0.04118342811738747","0.04118342811738747","0.04118342811738747"
"98","0.3590331257253734","0.3590331257253734","0.3590331257253734","0.14070154298782445","0.14070154298782445","0.14070154298782445","0.041071633684032466","0.041071633684032466","0.041071633684032466"
"99","0.3568530650045015","0.3568530650045015","0.3568530650045015","0.14029822741666081","0.14029822741666081","0.14029822741666081","0.0409712855835706","0.0409712855835706","0.0409712855835706"
"100","0.35463369783043514","0.35463369783043514","0.35463369783043514","0.1410294354812956","0.1410294354812956","0.1410294354812956","0.04074186425392548","0.04074186425392548","0.04074186425392548"
"101","0.35342082293494587","0.35342082293494587","0.35342082293494587","0.1414314056280168","0.1414314056280168","0.1414314056280168","0.040694266100348105","0.040694266100348105","0.040694266100348105"
"102","0.3521016127450462","0.3521016127450462","0.3521016127450462","0.14120025768630592","0.14120025768630592","0.14120025768630592","0.04251872706020526","0.04251872706020526","0.04251872706020526"
"103","0.3507873953693309","0.3507873953693309","0.3507873953693309","0.14128436995338745","0.14128436995338745","0.14128436995338745","0.042766520140607306","0.042766520140607306","0.042766520140607306"
"104","0.3494379576207653","0.3494379576207653","0.3494379576207653","0.14133286418210328","0.14133286418210328","0.14133286418210328","0.043460840974244214","0.043460840974244214","0.043460840974244214"
"105","0.3486685313260143","0.3486685313260143","0.3486685313260143","0.14103049526791017","0.14103049526791017","0.14103049526791017","0.04413056354748721","0.04413056354748721","0.04413056354748721"
"106","0.34737663089794213","0.34737663089794213","0.34737663089794213","0.13989275410562754","0.13989275410562754","0.13989275410562754","0.04483031761578759","0.04483031761578759","0.04483031761578759"
"107","0.3472315562433535","0.3472315562433535","0.3472315562433535","0.13829206184574813","0.13829206184574813","0.13829206184574813","0.04552116672845964","0.04552116672845964","0.04552116672845964"
"108","0.34843431499783584","0.34843431499783584","0.34843431499783584","0.13868129283198063","0.13868129283198063","0.13868129283198063","0.045645815000874085","0.045645815000874085","0.045645815000874085"
"109","0.34975857445311825","0.34975857445311825","0.34975857445311825","0.13904518069562555","0.13904518069562555","0.13904518069562555","0.045919544219194676","0.045919544219194676","0.045919544219194676"
"110","0.3520552666970501","0.3520552666970501","0.3520552666970501","0.13955983851359002","0.13955983851359002","0.13955983851359002","0.0466908077077916","0.0466908077077916","0.0466908077077916"
"111","0.3539334169213869","0.3539334169213869","0.3539334169213869","0.13935859087423488","0.13935859087423488","0.13935859087423488","0.04765742140800855","0.04765742140800855","0.04765742140800855"
"112","0.3554142155246978","0.3554142155246978","0.3554142155246978","0.13908691737539863","0.13908691737539863","0.13908691737539863","0.04885855297374164","0.04885855297374164","0.04885855297374164"
"113","0.3577652500245652","0.3577652500245652","0.3577652500245652","0.13887551240981505","0.13887551240981505","0.13887551240981505","0.04993909093525782","0.04993909093525782","0.04993909093525782"
"114","0.3584577125791476","0.3584577125791476","0.3584577125791476","0.13958064817455082","0.13958064817455082","0.13958064817455082","0.05073452293104644","0.05073452293104644","0.05073452293104644"
"115","0.3591463400987481","0.3591463400987481","0.3591463400987481","0.13989667485952098","0.13989667485952098","0.13989667485952098","0.05127101840355096","0.05127101840355096","0.05127101840355096"
"116","0.35812739063734567","0.35812739063734567","0.35812739063734567","0.13935369150491647","0.13935369150491647","0.13935369150491647","0.05261471313810659","0.05261471313810659","0.05261471313810659"
"117","0.35688771665483426","0.35688771665483426","0.35688771665483426","0.13858430539603223","0.13858430539603223","0.13858430539603223","0.05348761584809095","0.05348761584809095","0.05348761584809095"
"118","0.3540468161201824","0.3540468161201824","0.3540468161201824","0.13794944610265655","0.13794944610265655","0.13794944610265655","0.05521106314662862","0.05521106314662862","0.05521106314662862"
"119","0.35152721748397","0.35152721748397","0.35152721748397","0.13751147581594997","0.13751147581594997","0.13751147581594997","0.0571677423778283","0.0571677423778283","0.0571677423778283"
"120","0.3492426631045197","0.3492426631045197","0.3492426631045197","0.13722257826383003","0.13722257826383003","0.13722257826383003","0.0590267741524939","0.0590267741524939","0.0590267741524939"
"121","0.34482318853927846","0.34482318853927846","0.34482318853927846","0.13700283442642164","0.13700283442642164","0.13700283442642164","0.06125034656360737","0.06125034656360737","0.06125034656360737"
"122","0.3393402400670657","0.3393402400670657","0.3393402400670657","0.13607760177717063","0.13607760177717063","0.13607760177717063","0.06257139832504259","0.06257139832504259","0.06257139832504259"
"123","0.33477770209716223","0.33477770209716223","0.33477770209716223","0.135742944705183","0.135742944705183","0.135742944705183","0.06596959768029272","0.06596959768029272","0.06596959768029272"
"124","0.33305826503434405","0.33305826503434405","0.33305826503434405","0.13655523039537357","0.13655523039537357","0.13655523039537357","0.06706781610673615","0.06706781610673615","0.06706781610673615"
"125","0.33156726205938675","0.33156726205938675","0.33156726205938675","0.1374388647793268","0.1374388647793268","0.1374388647793268","0.06838143185512975","0.06838143185512975","0.06838143185512975"
"126","0.3308082193097974","0.3308082193097974","0.3308082193097974","0.13797280443552734","0.13797280443552734","0.13797280443552734","0.07003751497978646","0.07003751497978646","0.07003751497978646"
"127","0.3289412411418553","0.3289412411418553","0.3289412411418553","0.1382607383689767","0.1382607383689767","0.1382607383689767","0.07119548995110915","0.07119548995110915","0.07119548995110915"
"128","0.3282344610390046","0.3282344610390046","0.3282344610390046","0.139168663304174","0.139168663304174","0.139168663304174","0.07191188005912989","0.07191188005912989","0.07191188005912989"
"129","0.3271781010908049","0.3271781010908049","0.3271781010908049","0.13994069252734084","0.13994069252734084","0.13994069252734084","0.07271853493958817","0.07271853493958817","0.07271853493958817"
"130","0.3255643198777482","0.3255643198777482","0.3255643198777482","0.14045289695218596","0.14045289695218596","0.14045289695218596","0.07391138117857642","0.07391138117857642","0.07391138117857642"
"131","0.32440894821931465","0.32440894821931465","0.32440894821931465","0.1410989859595224","0.1410989859595224","0.1410989859595224","0.07606861259563942","0.07606861259563942","0.07606861259563942"
"132","0.3255258711914372","0.3255258711914372","0.3255258711914372","0.14099340236101643","0.14099340236101643","0.14099340236101643","0.07767979313202043","0.07767979313202043","0.07767979313202043"
"133","0.32615611586618604","0.32615611586618604","0.32615611586618604","0.14051712419127127","0.14051712419127127","0.14051712419127127","0.07841956806607882","0.07841956806607882","0.07841956806607882"
"134","0.32813202766472593","0.32813202766472593","0.32813202766472593","0.13964847874168307","0.13964847874168307","0.13964847874168307","0.07907858173658348","0.07907858173658348","0.07907858173658348"
"135","0.3299296457248784","0.3299296457248784","0.3299296457248784","0.13915832045588378","0.13915832045588378","0.13915832045588378","0.07968722177576656","0.07968722177576656","0.07968722177576656"
"136","0.3304725476740981","0.3304725476740981","0.3304725476740981","0.1386530779345546","0.1386530779345546","0.1386530779345546","0.0802863141951358","0.0802863141951358","0.0802863141951358"
"137","0.3317423529608783","0.3317423529608783","0.3317423529608783","0.1383568908372456","0.1383568908372456","0.1383568908372456","0.08016008626086119","0.08016008626086119","0.08016008626086119"
"138","0.3329435339719644","0.3329435339719644","0.3329435339719644","0.13714290956188574","0.13714290956188574","0.13714290956188574","0.07920922201950681","0.07920922201950681","0.07920922201950681"
"139","0.3361741612429095","0.3361741612429095","0.3361741612429095","0.1375707815450176","0.1375707815450176","0.1375707815450176","0.07865501246278409","0.07865501246278409","0.07865501246278409"
"140","0.3383759719540641","0.3383759719540641","0.3383759719540641","0.13779250664646625","0.13779250664646625","0.13779250664646625","0.07795468078304457","0.07795468078304457","0.07795468078304457"
"141","0.34257473525387694","0.34257473525387694","0.34257473525387694","0.13896910348920796","0.13896910348920796","0.13896910348920796","0.07713034089244959","0.07713034089244959","0.07713034089244959"
"142","0.34589634834628563","0.34589634834628563","0.34589634834628563","0.13993126715136256","0.13993126715136256","0.13993126715136256","0.07618536360036449","0.07618536360036449","0.07618536360036449"
"143","0.347648823231186","0.347648823231186","0.347648823231186","0.14058196515415702","0.14058196515415702","0.14058196515415702","0.0752597526623065","0.0752597526623065","0.0752597526623065"
"144","0.34983511234445963","0.34983511234445963","0.34983511234445963","0.14142878681735174","0.14142878681735174","0.14142878681735174","0.0751852546477328","0.0751852546477328","0.0751852546477328"
"145","0.35155674793315245","0.35155674793315245","0.35155674793315245","0.14202513023125668","0.14202513023125668","0.14202513023125668","0.07446488015361453","0.07446488015361453","0.07446488015361453"
"146","0.35281086895100655","0.35281086895100655","0.35281086895100655","0.14276645301066476","0.14276645301066476","0.14276645301066476","0.07422947665917953","0.07422947665917953","0.07422947665917953"
"147","0.35387957423447963","0.35387957423447963","0.35387957423447963","0.14365000305575779","0.14365000305575779","0.14365000305575779","0.0749841700285443","0.0749841700285443","0.0749841700285443"
"148","0.35623559386806536","0.35623559386806536","0.35623559386806536","0.14408197961164923","0.14408197961164923","0.14408197961164923","0.07437351601430493","0.07437351601430493","0.07437351601430493"
"149","0.3581818382679319","0.3581818382679319","0.3581818382679319","0.14463417886791424","0.14463417886791424","0.14463417886791424","0.07464362475546849","0.07464362475546849","0.07464362475546849"
"150","0.3599973859238538","0.3599973859238538","0.3599973859238538","0.14546399406772756","0.14546399406772756","0.14546399406772756","0.07475260420613858","0.07475260420613858","0.07475260420613858"
"151","0.36229589882165225","0.36229589882165225","0.36229589882165225","0.14526370732475738","0.14526370732475738","0.14526370732475738","0.07350717999696064","0.07350717999696064","0.07350717999696064"
"152","0.36378001776136587","0.36378001776136587","0.36378001776136587","0.1446418225189042","0.1446418225189042","0.1446418225189042","0.07260520308135979","0.07260520308135979","0.07260520308135979"
"153","0.36606296285110923","0.36606296285110923","0.36606296285110923","0.14398785669696107","0.14398785669696107","0.14398785669696107","0.0721824100991901","0.0721824100991901","0.0721824100991901"
"154","0.36794184994299256","0.36794184994299256","0.36794184994299256","0.14326013368220045","0.14326013368220045","0.14326013368220045","0.07178005703507875","0.07178005703507875","0.07178005703507875"
"155","0.3678531597503806","0.3678531597503806","0.3678531597503806","0.14310953623640896","0.14310953623640896","0.14310953623640896","0.0690400195922516","0.0690400195922516","0.0690400195922516"
"156","0.36891570791810385","0.36891570791810385","0.36891570791810385","0.14251353349795934","0.14251353349795934","0.14251353349795934","0.06638997867133593","0.06638997867133593","0.06638997867133593"
"157","0.3685009809557441","0.3685009809557441","0.3685009809557441","0.14127430650989345","0.14127430650989345","0.14127430650989345","0.06402488684390656","0.06402488684390656","0.06402488684390656"
"158","0.3672341186928064","0.3672341186928064","0.3672341186928064","0.13961673341463104","0.13961673341463104","0.13961673341463104","0.061632399059456354","0.061632399059456354","0.061632399059456354"
"159","0.3664531750352482","0.3664531750352482","0.3664531750352482","0.1377393356766118","0.1377393356766118","0.1377393356766118","0.05912071655780475","0.05912071655780475","0.05912071655780475"
